CitizenID,FirstName,LastName,Gender,DateOfBirth,City,State,MaritalStatus,EmploymentStatus,AnnualIncome
1432,Jane,Johnson,Male,1979-07-08,New York,NY,Single,Employed,52793
1433,John,Smith,Male,1978-04-29,Chicago,NY,Married,Student,84959
1434,Alex,Smith,Non-binary,1958-12-06,Los Angeles,NY,Widowed,Unemployed,33686
1435,Chris,Anderson,Non-binary,1950-02-14,Phoenix,TX,Single,Unemployed,127967
1436,Jane,Johnson,Female,1997-11-21,Houston,TX,Married,Retired,121197
1437,Jane,Brown,Male,1987-11-04,Los Angeles,IL,Widowed,Unemployed,142131
1438,Jane,Anderson,Male,1968-05-15,Phoenix,TX,Single,Retired,111662
1439,John,Anderson,Male,1985-07-23,Los Angeles,TX,Single,Employed,108962
1440,John,Doe,Non-binary,1971-07-17,Houston,AZ,Divorced,Employed,109710
1441,Pat,Johnson,Male,1983-01-30,Los Angeles,CA,Divorced,Employed,28318
1442,Jane,Anderson,Male,2004-12-19,Los Angeles,CA,Married,Employed,32957
1443,Chris,Smith,Male,1975-07-11,Los Angeles,NY,Divorced,Student,98292
1444,Emily,Johnson,Male,2003-09-08,Phoenix,IL,Divorced,Retired,95359
1445,Jane,Doe,Non-binary,1968-02-06,New York,NY,Divorced,Student,139941
1446,Chris,Brown,Non-binary,1956-03-16,Phoenix,NY,Married,Unemployed,148560
1447,Alex,Brown,Female,1985-09-18,Houston,TX,Divorced,Unemployed,115237
1448,Jane,Smith,Non-binary,1998-07-30,Chicago,AZ,Divorced,Employed,130932
1449,Chris,Johnson,Non-binary,1962-04-17,Phoenix,CA,Widowed,Employed,149958
1450,Emily,Doe,Non-binary,1996-08-30,Los Angeles,TX,Widowed,Retired,147449
1451,Jane,Anderson,Female,1970-07-06,Chicago,TX,Married,Student,86133
1452,Chris,Doe,Non-binary,1969-01-22,New York,CA,Single,Retired,76412
1453,Pat,Doe,Non-binary,1990-04-21,New York,CA,Single,Employed,148855
1454,John,Johnson,Female,1990-10-22,New York,IL,Widowed,Retired,122249
1455,Alex,Brown,Male,1959-04-21,Los Angeles,IL,Single,Unemployed,105778
1456,Alex,Taylor,Male,2000-04-14,New York,CA,Single,Unemployed,137151
1457,Alex,Smith,Non-binary,2000-05-05,Chicago,IL,Divorced,Student,102224
1458,Chris,Johnson,Non-binary,1958-07-26,Houston,NY,Widowed,Student,76032
1459,Chris,Doe,Male,1955-04-07,Houston,CA,Divorced,Student,93356
1460,Alex,Smith,Male,1969-04-27,Phoenix,TX,Divorced,Employed,106315
1461,Emily,Smith,Male,1976-02-02,Phoenix,NY,Divorced,Employed,110026
1462,Emily,Doe,Non-binary,2004-06-01,Los Angeles,TX,Single,Unemployed,61998
1463,Chris,Brown,Male,1958-10-03,Los Angeles,AZ,Divorced,Employed,127122
1464,Jane,Smith,Non-binary,2001-03-28,Houston,NY,Single,Unemployed,114708
1465,Chris,Brown,Male,1995-07-01,Phoenix,CA,Widowed,Employed,85819
1466,Emily,Brown,Non-binary,2003-12-30,Chicago,TX,Married,Student,140261
1467,Jane,Johnson,Non-binary,1982-07-28,New York,CA,Divorced,Unemployed,75818
1468,Pat,Brown,Female,1966-06-08,Phoenix,NY,Divorced,Retired,104927
1469,John,Taylor,Non-binary,1978-03-27,Chicago,NY,Single,Retired,61026
1470,Pat,Johnson,Female,1979-01-01,Chicago,NY,Widowed,Student,39411
1471,Emily,Taylor,Non-binary,1951-12-15,New York,TX,Married,Employed,125669
1472,Chris,Brown,Female,1989-05-06,Los Angeles,NY,Divorced,Student,135885
1473,Alex,Taylor,Female,1958-01-15,Phoenix,TX,Divorced,Retired,90460
1474,John,Brown,Male,1973-07-25,Phoenix,TX,Divorced,Employed,77860
1475,Jane,Anderson,Female,1982-02-11,Chicago,AZ,Widowed,Employed,96045
1476,Chris,Doe,Male,1984-12-14,New York,TX,Married,Employed,149954
1477,Alex,Doe,Female,1971-05-15,New York,AZ,Single,Student,139122
1478,Alex,Doe,Male,1988-08-24,Houston,CA,Single,Employed,107857
1479,Pat,Johnson,Female,1980-04-11,Phoenix,TX,Single,Retired,32611
1480,Chris,Smith,Non-binary,1979-07-31,New York,TX,Widowed,Student,101073
1481,Jane,Anderson,Male,1989-04-19,New York,NY,Divorced,Employed,45251
1482,Pat,Taylor,Female,1971-10-21,New York,IL,Single,Employed,64156
1483,Jane,Taylor,Female,2004-06-22,Chicago,IL,Single,Unemployed,135219
1484,Jane,Taylor,Male,1997-04-09,Chicago,TX,Divorced,Employed,134642
1485,Jane,Brown,Male,1997-06-03,Phoenix,TX,Divorced,Student,59253
1486,Alex,Brown,Female,1987-03-19,Houston,NY,Married,Student,148730
1487,Emily,Brown,Female,1980-04-16,Los Angeles,TX,Divorced,Student,124966
1488,Jane,Smith,Male,1962-10-09,Phoenix,NY,Married,Student,64570
1489,Pat,Taylor,Female,1977-11-16,Houston,TX,Single,Employed,53166
1490,Jane,Johnson,Female,1976-08-05,Los Angeles,AZ,Single,Employed,82725
1491,Alex,Doe,Female,2000-11-28,Phoenix,CA,Married,Student,87044
1492,Jane,Anderson,Non-binary,2004-03-05,New York,TX,Single,Unemployed,76008
1493,John,Doe,Male,1997-09-22,Los Angeles,NY,Married,Retired,22238
1494,Chris,Brown,Female,1963-01-03,Los Angeles,TX,Widowed,Unemployed,148806
1495,Jane,Smith,Female,1989-04-01,New York,NY,Widowed,Student,60614
1496,Alex,Johnson,Non-binary,1986-01-14,Chicago,CA,Single,Unemployed,67710
1497,Jane,Taylor,Male,1973-10-19,Chicago,CA,Single,Employed,31041
1498,Alex,Johnson,Male,1983-12-17,Chicago,AZ,Single,Employed,121782
1499,Chris,Anderson,Non-binary,1967-08-19,New York,IL,Widowed,Retired,38301
1500,Pat,Smith,Female,1950-08-11,Chicago,AZ,Married,Retired,90857
1501,Chris,Brown,Non-binary,1987-03-09,Phoenix,AZ,Widowed,Unemployed,22554
1502,Pat,Anderson,Non-binary,1967-07-12,New York,NY,Widowed,Employed,20248
1503,Jane,Taylor,Female,1974-01-25,Phoenix,IL,Married,Unemployed,95526
1504,Emily,Brown,Non-binary,1982-05-14,Phoenix,NY,Divorced,Student,132471
1505,Pat,Brown,Male,1978-10-12,Chicago,CA,Divorced,Employed,98076
1506,Alex,Johnson,Female,2005-07-11,Chicago,TX,Divorced,Retired,120390
1507,Alex,Doe,Male,1973-09-05,New York,NY,Divorced,Student,41208
1508,Chris,Taylor,Non-binary,1967-09-12,Los Angeles,AZ,Married,Retired,143038
1509,John,Brown,Male,1981-09-22,Houston,NY,Married,Student,145539
1510,Pat,Anderson,Non-binary,1977-02-18,Phoenix,CA,Divorced,Retired,45413
1511,Emily,Brown,Male,1961-02-27,New York,NY,Widowed,Employed,146209
1512,Jane,Smith,Non-binary,2001-02-13,Chicago,NY,Widowed,Unemployed,45808
1513,Alex,Doe,Male,1994-05-22,Los Angeles,IL,Single,Unemployed,90489
1514,Alex,Anderson,Female,1952-12-09,New York,CA,Divorced,Employed,141332
1515,Chris,Smith,Non-binary,1982-12-22,Phoenix,AZ,Married,Unemployed,26726
1516,Jane,Smith,Female,1963-07-17,Houston,NY,Single,Retired,90660
1517,Chris,Taylor,Male,1993-12-20,Phoenix,AZ,Single,Employed,128676
1518,Jane,Smith,Female,1964-08-04,Chicago,AZ,Married,Retired,60988
1519,Emily,Brown,Female,1993-01-17,Phoenix,CA,Divorced,Employed,76870
1520,Jane,Brown,Male,1994-09-02,Houston,IL,Single,Employed,140176
1521,Alex,Johnson,Female,1964-01-01,New York,AZ,Divorced,Employed,46472
1522,Alex,Johnson,Non-binary,1958-10-22,Los Angeles,NY,Single,Unemployed,99500
1523,Jane,Brown,Non-binary,1968-12-30,Chicago,NY,Single,Student,131122
1524,Chris,Smith,Female,1988-03-28,Chicago,AZ,Widowed,Student,105071
1525,Chris,Anderson,Male,1999-02-07,Los Angeles,NY,Divorced,Unemployed,102032
1526,Jane,Doe,Female,1980-03-01,Houston,NY,Divorced,Student,61828
1527,Chris,Anderson,Female,1994-07-06,Houston,CA,Single,Retired,112731
1528,Jane,Brown,Female,2005-04-07,Houston,CA,Divorced,Student,117216
1529,Alex,Anderson,Non-binary,1994-10-15,Chicago,AZ,Single,Retired,138560
1530,Emily,Doe,Non-binary,1984-09-05,Phoenix,NY,Divorced,Retired,40355
1531,Pat,Anderson,Male,1960-01-02,Phoenix,AZ,Single,Retired,123666
1532,Chris,Brown,Male,1985-10-13,Chicago,IL,Married,Employed,92525
1533,Chris,Anderson,Non-binary,1975-11-15,Los Angeles,IL,Widowed,Employed,49864
1534,Alex,Smith,Female,1961-01-03,Phoenix,IL,Single,Employed,107006
1535,Pat,Doe,Non-binary,1989-09-07,Los Angeles,IL,Single,Unemployed,110195
1536,Pat,Doe,Non-binary,2005-06-21,New York,AZ,Single,Unemployed,71883
1537,Jane,Taylor,Non-binary,1969-06-30,New York,NY,Widowed,Retired,95546
1538,Alex,Johnson,Male,1955-07-20,Houston,AZ,Widowed,Employed,46086
1539,Pat,Smith,Female,1984-12-15,New York,CA,Divorced,Unemployed,34311
1540,Chris,Anderson,Non-binary,1992-02-05,Phoenix,NY,Married,Employed,27615
1541,Emily,Taylor,Non-binary,1981-08-19,Phoenix,CA,Single,Student,83707
1542,John,Smith,Male,1986-01-30,New York,TX,Widowed,Retired,94264
1543,Alex,Brown,Non-binary,1970-02-12,Houston,NY,Married,Student,135249
1544,Jane,Anderson,Non-binary,2005-09-17,New York,CA,Single,Retired,49328
1545,John,Taylor,Female,1966-03-16,Houston,AZ,Widowed,Unemployed,39377
1546,Chris,Doe,Non-binary,1990-02-02,Los Angeles,TX,Divorced,Retired,89584
1547,Alex,Taylor,Female,1954-03-15,Chicago,IL,Widowed,Employed,113826
1548,Chris,Taylor,Non-binary,1969-12-29,Phoenix,AZ,Married,Employed,34216
1549,Jane,Anderson,Non-binary,1998-08-15,Chicago,AZ,Divorced,Employed,57351
1550,Jane,Brown,Non-binary,1966-11-05,Chicago,AZ,Widowed,Retired,93561
1551,Jane,Taylor,Female,1999-11-07,Los Angeles,CA,Widowed,Employed,26126
1552,Alex,Johnson,Female,1993-04-24,Chicago,AZ,Married,Student,105868
1553,Jane,Smith,Female,1996-08-26,Los Angeles,TX,Married,Retired,61060
1554,Jane,Johnson,Female,1987-09-02,Phoenix,NY,Married,Employed,30928
1555,Emily,Taylor,Non-binary,1955-07-08,Chicago,TX,Widowed,Retired,45251
1556,John,Brown,Female,1970-07-23,Los Angeles,AZ,Divorced,Unemployed,83109
1557,Chris,Smith,Non-binary,2003-08-05,New York,IL,Single,Unemployed,125861
1558,Jane,Brown,Male,1991-05-14,Los Angeles,NY,Widowed,Student,113437
1559,Chris,Anderson,Non-binary,1979-03-02,New York,IL,Widowed,Student,117975
1560,Alex,Doe,Female,1974-04-05,Phoenix,CA,Divorced,Retired,107878
1561,Pat,Doe,Male,1982-10-28,Phoenix,CA,Married,Unemployed,36679
1562,Pat,Johnson,Male,1954-08-20,Los Angeles,TX,Widowed,Unemployed,130976
1563,John,Anderson,Female,1962-11-05,Phoenix,IL,Divorced,Unemployed,107249
1564,Chris,Doe,Male,1959-10-25,New York,CA,Married,Unemployed,109243
1565,Chris,Smith,Female,1987-04-27,Los Angeles,CA,Divorced,Employed,59731
1566,Chris,Smith,Female,1976-06-23,Los Angeles,TX,Married,Student,63946
1567,Alex,Smith,Female,1981-10-05,Houston,CA,Divorced,Retired,124594
1568,Chris,Doe,Non-binary,1978-07-26,Chicago,CA,Divorced,Student,144518
1569,Pat,Anderson,Non-binary,1955-10-06,New York,AZ,Single,Retired,108101
1570,Jane,Anderson,Non-binary,1975-01-19,Chicago,IL,Single,Employed,27618
1571,Pat,Anderson,Non-binary,1997-06-24,New York,AZ,Married,Student,134266
1572,Pat,Taylor,Non-binary,1990-09-02,New York,NY,Single,Student,60212
1573,John,Taylor,Non-binary,1972-12-03,Houston,AZ,Widowed,Student,46801
1574,Alex,Brown,Male,1964-04-17,Chicago,IL,Divorced,Student,104245
1575,Jane,Johnson,Male,2004-12-14,Los Angeles,NY,Single,Employed,62811
1576,John,Anderson,Non-binary,1966-10-26,Phoenix,NY,Single,Student,58091
1577,John,Johnson,Non-binary,1995-04-06,Phoenix,AZ,Divorced,Retired,129322
1578,Pat,Johnson,Male,1998-02-09,Phoenix,TX,Widowed,Student,83230
1579,Jane,Taylor,Non-binary,1960-02-04,Los Angeles,AZ,Widowed,Student,66851
1580,Pat,Johnson,Male,2003-08-07,Los Angeles,AZ,Divorced,Employed,79766
1581,John,Anderson,Female,1953-05-11,Houston,CA,Married,Unemployed,48633
1582,Chris,Smith,Male,2002-01-02,New York,TX,Widowed,Employed,86896
1583,John,Anderson,Non-binary,1956-12-11,Houston,NY,Single,Retired,35453
1584,John,Anderson,Female,1979-07-01,Los Angeles,NY,Divorced,Retired,101077
1585,Pat,Johnson,Female,1987-12-14,Phoenix,CA,Divorced,Student,129519
1586,John,Doe,Male,1972-08-05,Phoenix,AZ,Married,Student,104921
1587,John,Smith,Male,1955-09-12,Phoenix,CA,Single,Unemployed,105008
1588,Pat,Anderson,Non-binary,1999-07-24,Chicago,AZ,Single,Unemployed,55420
1589,John,Brown,Non-binary,1963-12-28,New York,NY,Divorced,Student,108617
1590,Alex,Doe,Male,1957-03-10,New York,NY,Widowed,Student,79330
1591,Emily,Anderson,Female,1968-07-19,New York,AZ,Widowed,Employed,26609
1592,Alex,Doe,Male,1980-03-20,Chicago,CA,Divorced,Retired,25222
1593,Jane,Smith,Non-binary,1967-09-06,Chicago,IL,Widowed,Student,26064
1594,John,Johnson,Female,1993-03-24,New York,IL,Divorced,Student,50310
1595,Pat,Anderson,Non-binary,1968-09-14,Houston,AZ,Widowed,Student,77176
1596,Alex,Taylor,Non-binary,1995-09-18,New York,TX,Single,Unemployed,43927
1597,Jane,Doe,Male,1962-08-07,Houston,AZ,Married,Employed,128768
1598,Alex,Smith,Male,2000-09-08,Chicago,AZ,Single,Retired,93170
1599,Pat,Doe,Non-binary,1961-12-23,New York,CA,Married,Student,53529
1600,Alex,Brown,Female,1988-03-29,Los Angeles,TX,Married,Employed,54992
1601,John,Johnson,Male,1982-07-29,Los Angeles,IL,Single,Student,96349
1602,Alex,Anderson,Female,1977-07-06,New York,AZ,Married,Employed,39723
1603,Jane,Brown,Non-binary,1992-02-03,Phoenix,CA,Widowed,Student,25939
1604,John,Anderson,Female,1980-08-31,Houston,CA,Divorced,Retired,59103
1605,Pat,Taylor,Non-binary,2001-03-10,New York,TX,Single,Employed,146391
1606,Pat,Anderson,Non-binary,1995-02-02,New York,CA,Single,Student,32807
1607,Jane,Anderson,Male,1968-05-04,New York,NY,Single,Employed,140584
1608,Chris,Taylor,Non-binary,1988-04-24,Los Angeles,NY,Widowed,Student,120677
1609,Emily,Anderson,Non-binary,1968-01-13,Phoenix,AZ,Widowed,Student,39137
1610,Alex,Taylor,Female,1990-10-23,Phoenix,AZ,Widowed,Retired,139134
1611,Alex,Smith,Female,1991-07-15,Los Angeles,TX,Divorced,Retired,23637
1612,John,Smith,Female,1972-04-19,Houston,TX,Single,Employed,69648
1613,Emily,Brown,Male,1979-10-13,New York,NY,Widowed,Unemployed,87375
1614,Alex,Smith,Non-binary,1970-07-28,Phoenix,CA,Divorced,Employed,63592
1615,Alex,Smith,Male,2002-04-13,New York,TX,Divorced,Unemployed,108118
1616,Jane,Anderson,Female,1959-04-30,Houston,IL,Divorced,Employed,87513
1617,Chris,Smith,Male,1993-04-28,Chicago,TX,Widowed,Employed,111584
1618,Jane,Brown,Male,1976-03-01,Los Angeles,NY,Married,Student,60443
1619,Pat,Anderson,Male,1968-07-21,Los Angeles,TX,Divorced,Unemployed,25865
1620,Pat,Brown,Non-binary,1997-07-11,Los Angeles,TX,Divorced,Retired,132657
1621,Pat,Johnson,Non-binary,2003-12-14,Phoenix,IL,Divorced,Student,84808
1622,Pat,Johnson,Female,1986-07-04,Houston,AZ,Single,Employed,124007
1623,Jane,Smith,Male,1958-12-19,New York,TX,Married,Employed,43306
1624,Chris,Brown,Female,1958-08-11,Phoenix,NY,Divorced,Retired,98182
1625,Alex,Johnson,Female,1959-12-10,New York,IL,Single,Retired,36068
1626,Emily,Taylor,Non-binary,1975-11-26,Houston,TX,Married,Unemployed,120772
1627,Jane,Johnson,Female,1988-10-13,Phoenix,AZ,Widowed,Unemployed,42751
1628,Chris,Taylor,Female,1985-02-10,Los Angeles,CA,Divorced,Employed,67864
1629,Chris,Doe,Female,1985-04-01,Houston,AZ,Married,Unemployed,48488
1630,Pat,Johnson,Non-binary,2000-01-04,Los Angeles,CA,Divorced,Student,70419
1631,Pat,Taylor,Non-binary,1979-11-25,Houston,TX,Widowed,Student,143620
1632,Pat,Doe,Male,1998-10-19,Houston,TX,Single,Employed,106814
1633,Alex,Anderson,Non-binary,1963-02-05,Chicago,TX,Single,Employed,131157
1634,Jane,Brown,Male,1957-01-03,New York,AZ,Married,Employed,110852
1635,John,Smith,Female,2002-11-26,Phoenix,AZ,Single,Unemployed,57485
1636,Chris,Brown,Female,1979-04-08,Chicago,NY,Single,Employed,96450
1637,Emily,Brown,Female,2002-04-18,Chicago,CA,Married,Retired,139958
1638,Pat,Brown,Female,1976-04-16,Phoenix,CA,Married,Student,86419
1639,Alex,Anderson,Non-binary,1990-07-08,New York,CA,Widowed,Retired,66736
1640,Alex,Smith,Female,1978-12-03,Phoenix,IL,Single,Student,112087
1641,John,Doe,Non-binary,1998-05-06,Chicago,TX,Widowed,Employed,40679
1642,Jane,Anderson,Non-binary,1953-09-09,Los Angeles,CA,Divorced,Employed,26737
1643,John,Smith,Male,1959-03-06,New York,IL,Single,Retired,64157
1644,John,Taylor,Female,1964-02-05,Los Angeles,CA,Married,Retired,73487
1645,Chris,Johnson,Male,1978-04-30,New York,AZ,Widowed,Unemployed,125148
1646,Chris,Johnson,Non-binary,1986-09-20,Chicago,CA,Widowed,Unemployed,92497
1647,Emily,Doe,Male,1962-02-02,New York,NY,Divorced,Unemployed,35071
1648,Chris,Johnson,Female,2004-07-26,Chicago,AZ,Divorced,Unemployed,94889
1649,Chris,Johnson,Non-binary,1986-07-16,New York,AZ,Divorced,Retired,44967
1650,Emily,Doe,Female,1977-12-27,New York,NY,Divorced,Retired,69023
1651,John,Johnson,Female,1980-08-25,Los Angeles,TX,Divorced,Unemployed,37408
1652,Emily,Brown,Male,1981-08-07,New York,TX,Married,Student,141386
1653,Jane,Taylor,Non-binary,1959-01-12,New York,CA,Divorced,Unemployed,149412
1654,Pat,Smith,Male,2003-09-29,Phoenix,TX,Single,Unemployed,111966
1655,Emily,Johnson,Non-binary,1989-09-24,Phoenix,CA,Widowed,Employed,99214
1656,John,Anderson,Female,1967-12-19,Phoenix,NY,Divorced,Student,58629
1657,Chris,Anderson,Non-binary,1968-05-08,Houston,IL,Married,Employed,95380
1658,Jane,Brown,Female,1955-09-09,Phoenix,IL,Single,Unemployed,30693
1659,John,Taylor,Male,2000-04-27,Phoenix,AZ,Married,Unemployed,133881
1660,John,Smith,Female,1967-04-02,New York,AZ,Single,Unemployed,58284
1661,Alex,Anderson,Non-binary,1956-07-03,Chicago,NY,Single,Student,23496
1662,Emily,Brown,Male,1998-08-02,New York,NY,Widowed,Employed,51446
1663,Pat,Brown,Female,2005-03-13,Houston,NY,Divorced,Unemployed,45328
1664,Jane,Doe,Non-binary,1995-10-12,Houston,CA,Single,Student,75001
1665,Alex,Taylor,Non-binary,2001-10-26,Houston,NY,Single,Retired,57350
1666,John,Johnson,Female,1985-01-01,Los Angeles,AZ,Single,Retired,94064
1667,John,Johnson,Female,1965-01-23,New York,IL,Married,Student,29769
1668,John,Johnson,Non-binary,1996-10-03,Chicago,AZ,Single,Retired,144690
1669,Chris,Smith,Non-binary,1951-03-09,Los Angeles,CA,Widowed,Unemployed,75959
1670,Jane,Smith,Non-binary,1985-09-12,Houston,AZ,Single,Employed,48356
1671,Chris,Taylor,Male,1991-12-30,Houston,TX,Single,Unemployed,147348
1672,John,Johnson,Non-binary,1967-08-21,Los Angeles,IL,Married,Unemployed,127653
1673,Emily,Smith,Female,2001-07-30,New York,CA,Married,Student,38815
1674,John,Johnson,Male,1984-11-11,Los Angeles,NY,Widowed,Student,74996
1675,Pat,Johnson,Non-binary,1987-04-24,Phoenix,CA,Widowed,Student,109034
1676,Pat,Smith,Female,1975-11-20,New York,TX,Married,Student,147126
1677,Chris,Doe,Non-binary,2003-08-09,Chicago,IL,Divorced,Retired,78378
1678,Chris,Doe,Female,1968-08-01,Los Angeles,IL,Married,Employed,96762
1679,Alex,Brown,Non-binary,1988-05-20,Chicago,NY,Married,Student,147311
1680,Alex,Taylor,Non-binary,1980-02-10,Phoenix,CA,Widowed,Student,21754
1681,Pat,Johnson,Non-binary,1991-06-11,Los Angeles,CA,Married,Employed,79450
1682,Jane,Brown,Female,1974-11-08,Phoenix,TX,Widowed,Student,89345
1683,Emily,Johnson,Male,1999-09-10,Houston,TX,Widowed,Employed,76143
1684,Chris,Smith,Non-binary,1971-11-19,New York,IL,Divorced,Student,78549
1685,Jane,Smith,Male,1993-12-30,Phoenix,CA,Single,Retired,133365
1686,Jane,Smith,Female,1985-06-21,Phoenix,IL,Divorced,Employed,36745
1687,John,Anderson,Non-binary,1977-02-19,Phoenix,IL,Divorced,Unemployed,43409
1688,Emily,Taylor,Non-binary,1952-12-02,New York,TX,Single,Employed,110895
1689,Chris,Anderson,Female,1998-01-24,Los Angeles,AZ,Divorced,Employed,101248
1690,John,Brown,Male,1973-03-07,New York,AZ,Divorced,Unemployed,51101
1691,John,Brown,Male,1983-06-19,Chicago,IL,Divorced,Employed,111179
1692,Jane,Brown,Non-binary,1990-06-18,Chicago,TX,Single,Retired,78874
1693,John,Doe,Female,1958-05-14,New York,AZ,Single,Unemployed,39649
1694,Emily,Smith,Non-binary,1980-08-01,Chicago,AZ,Widowed,Unemployed,27918
1695,Alex,Johnson,Female,1979-04-10,New York,NY,Widowed,Retired,49846
1696,Alex,Brown,Male,1996-01-26,New York,NY,Divorced,Student,76310
1697,Jane,Taylor,Non-binary,1979-01-24,Phoenix,IL,Widowed,Student,147946
1698,Chris,Brown,Female,1984-02-26,New York,CA,Divorced,Student,111491
1699,Chris,Brown,Female,1956-08-10,New York,AZ,Divorced,Unemployed,97786
1700,Emily,Anderson,Male,1971-08-30,New York,CA,Divorced,Student,61063
1701,Chris,Brown,Non-binary,1958-09-21,New York,NY,Single,Retired,137224
1702,Jane,Smith,Male,1955-10-31,Phoenix,NY,Married,Unemployed,77208
1703,Emily,Johnson,Male,1952-04-22,Houston,TX,Married,Student,28489
1704,Pat,Johnson,Non-binary,1981-04-07,Chicago,TX,Single,Unemployed,113541
1705,Emily,Taylor,Male,2001-02-24,New York,AZ,Divorced,Retired,116325
1706,Jane,Taylor,Non-binary,1964-10-22,Phoenix,IL,Divorced,Student,146674
1707,Pat,Anderson,Female,1973-05-20,Los Angeles,CA,Single,Unemployed,90022
1708,Pat,Johnson,Female,1991-11-13,Houston,AZ,Divorced,Retired,108003
1709,Jane,Johnson,Non-binary,1973-10-10,Los Angeles,CA,Widowed,Retired,108272
1710,Emily,Doe,Non-binary,2004-07-03,Houston,IL,Married,Employed,55774
1711,Chris,Johnson,Female,1988-12-29,Los Angeles,AZ,Widowed,Unemployed,146900
1712,Jane,Anderson,Male,1978-02-15,Chicago,CA,Divorced,Student,73075
1713,Pat,Smith,Male,1994-06-20,New York,TX,Single,Unemployed,42011
1714,Alex,Taylor,Male,1954-07-14,Houston,CA,Widowed,Retired,131749
1715,Alex,Doe,Female,1996-01-03,Houston,TX,Widowed,Employed,83384
1716,Jane,Brown,Male,1962-06-08,Los Angeles,TX,Married,Retired,138347
1717,Jane,Anderson,Non-binary,1951-04-11,Los Angeles,IL,Married,Employed,129622
1718,John,Smith,Male,1999-09-17,Phoenix,AZ,Divorced,Student,52413
1719,Pat,Brown,Female,1957-10-16,Phoenix,CA,Married,Retired,27220
1720,Jane,Johnson,Non-binary,1958-07-31,Houston,AZ,Widowed,Student,147142
1721,John,Doe,Male,1979-02-02,Phoenix,NY,Divorced,Student,47006
1722,Alex,Anderson,Male,1957-01-22,Chicago,AZ,Married,Employed,39586
1723,Emily,Anderson,Male,1994-11-19,New York,TX,Widowed,Unemployed,127288
1724,John,Doe,Male,2003-04-16,Houston,TX,Widowed,Employed,58943
1725,Emily,Smith,Male,1967-09-24,New York,AZ,Widowed,Retired,30769
1726,Emily,Brown,Non-binary,2002-08-27,Houston,NY,Divorced,Retired,77041
1727,Chris,Smith,Non-binary,1969-08-24,Phoenix,IL,Married,Employed,72528
1728,Jane,Anderson,Male,2005-04-17,Chicago,IL,Divorced,Student,147186
1729,Chris,Doe,Female,1994-10-27,Houston,TX,Single,Unemployed,54736
1730,Pat,Brown,Male,1950-09-06,New York,IL,Married,Employed,135398
1731,Jane,Anderson,Male,1991-11-17,Chicago,CA,Single,Retired,132022
1732,Emily,Doe,Non-binary,1969-02-02,Chicago,TX,Widowed,Retired,60285
1733,Jane,Anderson,Male,1955-05-28,Chicago,TX,Single,Employed,28137
1734,Pat,Taylor,Female,1992-03-28,Los Angeles,CA,Divorced,Student,27261
1735,Chris,Taylor,Female,1962-04-14,Los Angeles,TX,Divorced,Student,139194
1736,Jane,Brown,Female,1999-03-13,New York,TX,Widowed,Employed,126611
1737,Jane,Taylor,Non-binary,1978-02-26,Phoenix,TX,Married,Employed,86411
1738,Jane,Anderson,Non-binary,1970-07-15,Chicago,TX,Widowed,Employed,23357
1739,Pat,Smith,Female,1982-04-12,Phoenix,TX,Divorced,Student,101654
1740,Jane,Taylor,Female,1968-09-09,Los Angeles,CA,Single,Unemployed,135779
1741,Pat,Smith,Male,1956-03-19,New York,CA,Married,Retired,43431
1742,Alex,Johnson,Male,1956-08-27,Chicago,TX,Single,Unemployed,132815
1743,Pat,Johnson,Non-binary,1975-10-27,New York,IL,Widowed,Employed,26868
1744,Emily,Anderson,Non-binary,1962-12-22,Phoenix,IL,Single,Retired,101029
1745,Chris,Brown,Female,1982-04-05,Phoenix,NY,Widowed,Student,75235
1746,John,Smith,Male,1962-08-14,Chicago,CA,Widowed,Retired,92686
1747,Chris,Smith,Female,1973-09-03,Houston,NY,Married,Retired,128478
1748,Chris,Taylor,Male,1972-03-31,New York,AZ,Widowed,Employed,45285
1749,Emily,Anderson,Non-binary,1963-12-04,Houston,IL,Widowed,Retired,138232
1750,Chris,Brown,Female,1997-07-04,Chicago,CA,Married,Employed,127504
1751,John,Brown,Non-binary,1968-05-25,New York,NY,Single,Student,53039
1752,Alex,Anderson,Male,1972-11-02,Houston,AZ,Divorced,Retired,137642
1753,Emily,Brown,Male,1991-07-09,Houston,CA,Divorced,Student,91376
1754,Emily,Taylor,Non-binary,1983-06-10,Houston,NY,Single,Student,50538
1755,Alex,Brown,Male,1953-03-07,Los Angeles,TX,Married,Unemployed,30546
1756,Chris,Doe,Non-binary,1979-06-22,Phoenix,TX,Single,Retired,35610
1757,Pat,Smith,Non-binary,1950-11-30,Los Angeles,NY,Divorced,Retired,139762
1758,Emily,Brown,Non-binary,1990-04-21,Chicago,CA,Widowed,Retired,43103
1759,Jane,Johnson,Male,1992-12-14,Phoenix,IL,Divorced,Employed,51529
1760,Alex,Brown,Male,1983-09-27,Chicago,TX,Single,Student,94792
1761,Pat,Smith,Male,1981-12-14,Los Angeles,TX,Married,Student,137490
1762,Chris,Anderson,Non-binary,1954-08-17,Los Angeles,TX,Widowed,Student,47471
1763,Chris,Anderson,Female,1972-07-12,Chicago,AZ,Divorced,Retired,72565
1764,Emily,Anderson,Non-binary,1998-12-03,Los Angeles,CA,Single,Retired,129585
1765,John,Smith,Male,1961-02-23,New York,CA,Divorced,Retired,21156
